Region and State,Total,Inter-governmental,Direct: Total,Elementary and Secondary Education,Higher Education,Public Welfare,Health and hospitals,Highways,Police,All Other,Exhibit: Personal Income,year
Texas,241297.150947936,0.0,241297.150947936,58141.939559934406,30922.621142939206,39846.3250275616,26138.426810523197,21906.358605504003,8513.951943275679,55827.5357187424,1483121.6,2018
Colorado,54102.05457690601,1.9869854377800003,54100.06616406001,11005.557047998802,6620.0849638476,9867.9100410156,3534.4778598191997,3396.3140388744,2050.1219938428603,17625.6008493768,331955.4,2018
Idaho,12531.942663852,0.0,12531.942663852,2351.4839823342004,1242.5539896486002,2754.1680124818004,1021.6680066498001,1023.7990372044001,460.68400142994005,3677.5860098382,76680.6,2018
Montana,9646.172194409999,0.0,9646.172194409999,2008.1570067719997,977.7750089264999,2268.6210097874996,545.1279796575,864.1550040975001,345.0789978939,2637.256993515,50989.5,2018
Utah,27935.020844544,0.0029996911999999997,27935.017918015998,5421.2810339776,4817.425050944,4053.9339891776,3336.7160175359995,1971.427053552,821.3879991891199,7512.847037027199,146326.4,2018
Wyoming,8904.227089152,33.61999885518,8870.607097235,1725.4420037672999,822.0429902526001,871.3220034479,1830.3400002783,665.5040159289,219.3320010685,2736.6240131097,34690.9,2018
California,492050.92392836,2931.2280182038003,489119.70296244,89902.932155784,43517.0899167,122547.503978914,56627.728092504,18076.882934623798,20356.460961496,138091.10467923598,2431822.0,2018
Nevada,23416.753842988,3.7899962962400005,23412.964176228004,4813.9810311824,1614.2489995060002,4271.999967136,1568.1930146036002,2099.2749670904,1358.0949978692802,7687.170959177601,149789.2,2018
Oregon,47054.74836587,0.0,47054.74836587,8235.622973737,4924.914100559199,11244.1740837174,4708.349018074001,2098.35499955534,1434.94799310462,14408.385958215,211414.6,2018
Washington,78331.68187641,0.0,78331.68187641,17631.837821475,7725.285784197,12982.700037789,10986.573947427,4376.6900161011,2245.3309808793,22383.261108108,454257.0,2018
Alaska,14361.471801954,0.0,14361.471801954,2265.7849889373,800.8120194056999,2682.1150061697,747.6810115860001,1576.3879887417,441.93401612819997,5846.7571238069995,44102.7,2018
Hawaii,15007.743770395999,0.38200131138,15007.362089056998,2264.1870316779996,1263.577023332,2983.7370344430997,1122.5239799761,760.81899661807,487.07700315624993,6125.4410046167,76183.9,2018
Connecticut,35794.69720307199,0.0,35794.69720307199,9888.398945464,3190.4449291971996,4002.7231252091997,2515.13500165868,2114.0020005894403,1246.59100549612,12837.402952249198,270282.8,2019
Maine,12504.917063474999,0.0,12504.917063474999,2813.181004044,807.885004491,3544.8819923205,510.65799890175,956.2840330140001,330.88899952350005,3541.1379972525,67855.5,2019
Massachusetts,82775.486426178,1.4680159673400002,82774.02231114,17449.419786196202,5157.943026111,24638.687161540798,3526.9070190067205,3221.4479893689,2356.58697861084,26423.0279692188,506614.2,2019
New Hampshire,11693.691634425002,0.0,11693.691634425002,3196.8309975225,861.6549962729999,2477.2200058425,235.47899621550002,759.7870025834999,486.83300346824996,3675.8869710300005,86797.5,2019
Rhode Island,11724.997274642,19.038000014250002,11705.958825311,2655.5930132642998,730.2010055547,3284.0059820006995,330.89700206307,658.8439940359,498.04700272251006,3548.3710173783,59908.9,2019
Vermont,7903.254937344,0.0,7903.254937344,2159.2150035455998,850.4009940192,1862.539007472,435.71900648639996,673.6799888831999,213.8909995872,1707.8100064895998,34569.6,2019
Delaware,11358.76309088,0.9910009875200001,11357.772231744,2254.5629984447996,1528.741974368,2645.5639992255997,606.4230235647999,820.3169902528,373.2000009984,3128.9629822016,52537.6,2019
District of Columbia,14731.717925457,0.0,14731.717925457,2965.9819878975004,147.2919992466,4093.2599777120995,964.2130252209001,610.8960141843,657.169015464,5292.9060202122,57240.3,2019
Maryland,65426.803692576,0.0,65426.803692576,14474.4010361713,6888.7589720442,13943.4838622835,2238.3890089442,3727.0540148866403,2966.08098319607,21188.635166675696,381396.7,2019
New Jersey,96316.00912021402,13.999987347260001,96302.01204247601,28571.441763289607,7404.611985181001,19019.013795496,5485.67800064968,4654.3560194129395,3704.895978177961,27462.012085912203,619065.8,2019
New York,304803.009091161,0.0,304803.009091161,74828.79146784579,14314.140032498599,79183.6933491548,25581.2374502349,14062.304342761498,10745.60095693735,86087.24489540979,1361472.7,2019
Pennsylvania,137894.563755921,119.68898209632002,137774.87094058798,31873.65785856,11860.0180703802,35660.0376431124,10828.3857171399,11422.7003150988,4433.16999205479,31696.9021551189,737160.9,2019
Illinois,123978.887047348,19.71501132944,123959.17083792,29025.850829638002,8878.083305079599,24022.941686906797,6350.91798790336,7435.355034188639,5599.24502901744,42646.780259957195,748811.6,2019
Indiana,59285.965681860005,0.3550015776,59285.6096253,11605.795116317999,6524.653052454,15027.840867833998,6265.10199654,3394.6531334999995,1563.1960055094,14904.37100265,329682.0,2019
Michigan,93520.8736539,7.614978387180001,93513.257150244,18679.8850708326,12656.0838454314,18997.6369437702,10154.6602014084,5201.7039644424,2795.0360221886403,25028.252184619203,492022.2,2019
Ohio,112908.51678550901,18.04202074391,112890.47282708001,26388.889921848502,9580.9590861994,29649.193054453102,9471.5092374794,5997.2157968401,3928.3840109900707,27874.324009260905,587177.3,2019
Wisconsin,55659.171398732,0.0,55659.171398732,12285.635950667202,6509.7418629672,13379.3088974116,3936.4219645784,4722.4851107764,1899.9119998298002,12925.665150164801,308224.4,2019
Iowa,33056.476649595,0.0,33056.476649595,7071.3510235740005,3664.2940480845,6618.477039129,4576.628975922,3038.135064138,874.5850030419001,7213.006006632,159664.5,2019
Kansas,27998.05440527,0.8350073485,27997.219165479997,6673.081049130999,3345.93495771,4743.306002636001,4390.984038699,1645.795067505,1026.0309963887998,6172.087022418001,154961.0,2019
Minnesota,62561.56232016001,0.64000131858,62560.919748554996,13660.598137407902,4959.2760397458005,17019.168006225,3452.2508773959,5005.5069248202,2329.6530089777702,16134.4678414113,329523.9,2019
Missouri,50498.917060320004,5.7330051138,50493.18264264001,11095.965068922,4049.12401776,10038.650852934,7184.788960248,2584.9199876436,2083.2119979408,13456.523079593999,300546.0,2019
Nebraska,18391.058408324003,54.212003841379996,18336.845558597997,4677.6400247248,2413.2310203610004,2901.1109527666,1223.2850242102,1697.9859698060002,557.0770015937,4866.5160350716,104430.2,2019
North Dakota,9101.679879313999,0.0,9101.679879313999,1829.5489918639998,1063.4150127194,1561.9379866772,279.31800220104,1248.550988146,239.50000144223998,2879.4090028725996,44420.2,2019
South Dakota,7236.419038758001,0.0,7236.419038758001,1599.7059856134,791.5160004822,1206.0070189398002,311.05599818580004,1014.5009977578001,218.70999937710002,2094.9230141280004,48547.8,2019
Alabama,42807.746186856,0.0,42807.746186856,8186.320071518399,5673.352090644,7158.2570830344,7976.5579393248,2656.4489812056,1345.1680092647998,9811.643091515998,215930.4,2019
Arkansas,25567.010617239,0.1560040131,25566.853666107003,5506.5690387942,2835.1729607019,7763.736036139201,1653.4639392960003,1712.1180656541003,713.1130021224301,5382.6810157770005,135302.7,2019
Florida,172606.293457017,0.0,172606.293457017,30515.4728047296,12090.905489452502,28838.751667876502,17674.2818882598,12139.5145101996,9406.33995950019,61941.0274789386,1139799.3,2019
Georgia,77581.1115617,0.0,77581.1115617,21637.084974062003,6494.265894104,13249.251017829998,7644.961221488001,4378.027981724,2943.5960249766003,21233.923773753995,518278.0,2019
Kentucky,39951.587599725,0.0,39951.587599725,7664.4649559995,3959.8160074275,11801.421963490498,3481.989018787,2347.0309684315002,818.6180032706501,9878.2459561915,196250.5,2019
Louisiana,44415.246468933,0.0,44415.246468933,8050.267017085502,3736.9309952709004,12647.499037380001,3818.8550362725,2203.35799475169,1619.98699983093,12338.3490774579,222059.7,2019
Mississippi,26619.893771310002,0.0,26619.893771310002,4695.044966652601,3014.7889752036,6323.3489962314,4579.2669968136,1750.0839960114,782.9170042138201,5474.443057221601,116335.8,2019
North Carolina,90321.52241253,0.0,90321.52241253,16400.8710035544,10601.2410535608,15631.283947257,16832.7487775706,6578.2900140942,3458.27502158208,20818.813195507202,500496.9,2019
South Carolina,45783.652109058006,0.0,45783.652109058006,9773.875094373901,4602.1000566501,8291.8090015866,8579.1260859165,2242.53700701417,1390.34798969247,10903.856920713,234443.7,2019
Tennessee,51677.641242845995,0.0,51677.641242845995,10427.3478851778,3920.873858817,12654.8650942812,5569.4439445224,2729.41501286748,2266.47801495594,14109.217130948999,334750.2,2019
Virginia,80058.462192696,0.14500033080000002,80058.321464472,18407.8869866112,8940.2188015296,14136.311938257599,8416.3610032944,5631.2911486416,2553.86499269928,21972.384130694398,502600.8,2019
West Virginia,16615.51169051,0.0,16615.51169051,3108.5830129735,1660.987010548,4832.9869633425,649.81499981245,1539.3589694915001,426.09500028710005,4397.6860316229995,76299.5,2019
Arizona,55272.50464533,0.0,55272.50464533,9574.377897648901,6485.772128451,15917.4049124349,1633.5339958425602,2868.53001418893,2885.0439887929806,15907.840138058402,334023.9,2019
New Mexico,22311.933591232,0.0,22311.933591232,3805.0689573744003,2650.4879996160003,6325.8859904368,2014.3840259999997,1033.6809762048,766.62100183184,5715.8049747632,90539.2,2019
Oklahoma,31084.396330812,43.50699320316,31040.889088832,6718.254923892,3803.839984296,7036.788981194799,2422.5530823284,2781.8130565399997,1094.43700559716,7183.2029544075995,191366.8,2019
Texas,252398.392673189,0.0,252398.392673189,59193.5786060272,32190.4584351841,42060.8192027286,27587.2587141292,23819.522417761502,8818.26398175001,58728.4886907732,1544020.7,2019
Colorado,55906.124495895,2.0609945682,55904.064202107,11630.195151473401,6049.9199106141,9755.158916365199,3799.6691377010998,3187.9850110807797,2123.28499303245,19357.8501357867,350390.1,2019
Idaho,13656.324033256004,0.0,13656.324033256004,2500.2270111626003,1255.605964871,2908.6309711479003,1143.5410389854,1237.208022509,481.62799972154005,4129.4829757581,81834.1,2019
Montana,9826.405763788001,0.0,9826.405763788001,1949.690018939,964.7089845072,2304.1529942076,560.2549939812,970.716973301,350.82300140419994,2726.0590118982,53612.6,2019
Utah,30623.119567349997,0.2700025935,30622.850524500005,5813.759060445001,5150.913942855,4282.538024055,3790.2720520949997,2185.91305428,921.9990065685,8477.454927929999,157335.0,2019
Wyoming,8807.544903435,26.5940010833,8780.951022795,1714.0880091864997,810.7150110175,877.3319877005,1730.3600052900001,687.8610029435,226.09200038125,2734.5029885635004,35424.5,2019
California,523697.67425265,2866.1898751815,520831.49175575,94670.69939568001,49681.788236235,136309.031156575,61651.45982311,20043.467046896,20609.112057882998,137865.924880125,2544235.0,2019
Nevada,25303.790253006,1.7590015099799996,25302.030965432998,4950.7890687572,1811.2410673011998,4660.797926720899,1559.42800716083,1956.1450186910001,1401.56800731699,8962.061996624001,158923.9,2019
Oregon,50593.086687048,0.0,50593.086687048,9116.128908216,5224.3039909031995,12135.396923287199,4847.121900947999,2314.4299031712,1509.89399003016,15445.8099424416,221186.4,2019
Washington,82254.514215951,0.0,82254.514215951,19787.5067713169,7469.1900138548,12710.3122242173,11593.5938525561,4783.35898210786,2347.66800386503,23562.8839361762,479840.9,2019
Alaska,12815.562959604,0.0,12815.562959604,2342.8530214925,746.2540076163,2749.876009776,689.110000441,1294.3669961669,383.19299785062,4609.909871907999,45293.9,2019
Hawaii,15870.573141345003,0.402002432,15870.171138913001,2396.3430139883,1451.5379759218001,2953.6499777239,1165.3810244414,820.8270169411002,506.95699924986997,6575.475028575701,78516.1,2019
