Region and State,Total,Inter-governmental,Direct: Total,Elementary and Secondary Education,Higher Education,Public Welfare,Health and hospitals,Highways,Police,All Other,Exhibit: Personal Income,year
Alabama,30807.012172167688,0.0,30807.012172167688,7120.704021651296,4304.785933949121,4758.077988652641,4525.302002547232,1964.9109413793924,982.9350000670817,7150.295933755009,152246.048,2007
Arkansas,17021.517427921302,0.0320002673094,17021.48478359016,4382.54204038912,2064.323039433952,3638.3080209509662,1189.222043167872,1154.54397019785,478.7919962081094,4113.753999685602,88227.922,2007
Florida,130750.29371282684,0.0,130750.29371282684,29196.027710828494,8141.0279631174335,18563.639175907017,10762.232311957814,9795.10774377751,6287.515025200264,48004.74473209691,730814.302,2007
Georgia,63669.1779508048,0.0,63669.1779508048,16970.88588600856,4789.5559002317395,9390.34314235512,6728.875151806389,6438.327852177539,2136.446003218659,17214.74411462927,332074.93,2007
Kentucky,27109.90223999516,2.1840006772492004,27107.717620902655,5875.091016812526,2998.521991544682,5763.043987348719,2088.742949654124,2356.1989415868516,628.5019934110322,7397.61699597711,134438.098,2007
Louisiana,34631.43410391648,0.0,34631.43410391648,6625.129030726362,2691.40501992399,4854.609983067504,3603.338064139668,2212.3190361160136,1211.8829959438517,13432.749989652979,156538.878,2007
Mississippi,22131.309732026246,0.0,22131.309732026246,4088.2449928405886,2305.238026079478,4039.6329728287465,3025.6619914830326,1875.66298682028,561.4209977049659,6235.448021115935,85615.593,2007
North Carolina,58287.999139658394,0.0,58287.999139658394,12591.85997012388,7533.855137903737,9799.506902221945,7557.955126416099,3330.2648903064237,2032.2880025695476,15442.269011606053,328369.034,2007
South Carolina,31145.217928918886,0.0,31145.217928918886,7502.147933738736,2977.0590476301923,5370.805070513968,5007.166955001297,1391.4110058833376,900.3179977300049,7996.309932622864,142015.184,2007
Tennessee,36132.60748336375,0.0,36132.60748336375,7656.403044218227,3016.2719057488675,7617.044057517157,4537.32707913426,2283.539068482678,1358.685010142278,9663.336959937798,210695.574,2007
Virginia,53143.62079073721,0.6910164175410001,53142.93011965521,14213.50598699906,5966.5151255016635,7681.005939259774,4298.371104030081,3001.893008150477,1908.2019853180402,16073.436935862566,345335.541,2007
West Virginia,11772.32506408175,0.0,11772.32506408175,2729.078018632225,1372.902974621195,2419.194003534115,630.8929868356599,1052.18898116487,269.3060014244325,3298.762017200625,53779.085,2007
Arizona,39255.60209914504,0.0,39255.60209914504,8509.079912951715,3925.4859002869016,6579.988970706382,2640.283030139286,2703.804972544928,2041.2159896226153,12855.743962352914,220503.346,2007
New Mexico,16198.12673528957,0.0,16198.12673528957,3229.901018250624,1960.04500150047,3219.605015250621,1347.992982951732,1324.2829835068662,598.6939970893926,4517.606001725143,63091.733,2007
Oklahoma,22715.47358023584,45.0450014994711,22670.429178851697,5424.601955270036,2831.124004718988,4419.095949600687,1687.153005652596,1738.5679504866448,717.1740063421242,5852.7119748019295,127684.113,2007
Texas,147441.66549226857,0.0,147441.66549226857,41071.03405407836,16320.004198614786,20352.152181489757,13107.501619125012,11670.138807644153,5249.061027834856,39671.775262113886,872964.318,2007
Colorado,33401.9874698692,3.2360023834138,33398.75150783444,7652.481901418628,3579.3470337489416,3782.6760048432807,2838.911914014176,2136.007094611481,1307.3840002217266,12101.944022985726,201743.269,2007
Idaho,8922.43714046754,0.0060021344304,8922.43076565156,1908.9840044785503,926.194022474394,1512.64698388815,944.6770168156681,781.23002057055,299.5420010908548,2549.1570007482605,49037.046,2007
Montana,6646.17586200528,0.226999978094,6645.94889463744,1429.433014908154,754.045011847268,1009.0970152474019,313.8119994104574,729.705990061574,205.64800013727424,2204.208006510428,32610.254,2007
Utah,16747.6789576336,0.0,16747.6789576336,3533.7379582105605,2587.0360237135997,2179.89199880816,1329.8489699904,1169.07500690832,579.4519999722401,5368.63695721296,85634.72,2007
Wyoming,6039.41097543784,0.0,6039.41097543784,1379.469011710244,537.789003776206,623.3659931022161,942.9419919244781,593.7219978031161,175.32400031986842,1786.799010288292,23918.986,2007
California,317164.9416512014,3550.2249391251803,313614.7225723269,68428.95501956127,26804.620489782475,45811.67531539876,29679.014865533372,14186.098030262734,13854.636072507192,114849.72103704442,1583851.546,2007
Nevada,17229.710040695,6.224004394775,17223.4857648625,4134.31204590575,1386.332997932375,1871.927988816875,1267.42396054425,1789.2070289257501,984.1710002912375,5790.11098256425,104399.125,2007
Oregon,26371.968641522963,0.0,26371.968641522963,5400.847972164186,2978.532972085312,3799.756973721446,2221.784034300244,1945.990938591156,959.912000543907,9065.143950332002,133476.862,2007
Washington,49492.31450894094,4.8699886399136005,49487.444408665484,10267.382068040859,5126.978110127857,7094.609977857215,5486.0739073550085,3520.1380625124066,1412.9990047344363,16579.26394785093,279088.841,2007
Alaska,10335.84107613623,0.0,10335.84107613623,1896.1609943681408,626.3040136102019,1426.912003607201,412.4069956105761,1400.464014690423,235.63799874421392,4337.95513581548,29744.447,2007
Hawaii,11000.159054995771,0.3049981822881,10999.85417918946,2160.311016027456,1030.7680217041232,1518.260019817212,1105.0619991461099,506.0449998179487,305.2910014002198,4374.116988259023,53206.947,2007
Connecticut,30491.523109451522,0.0,30491.523109451522,8177.905076628529,2295.14102009712,5184.913079024785,2151.418992553714,1337.2369981084082,998.5860013611167,10346.322071938896,217101.744,2008
Maine,10342.49576781344,13.757002178175998,10328.7389625408,2277.614998755584,761.4200227772479,2505.676996169632,736.719995435872,712.444004166272,233.25099977787198,3101.6119946847043,49226.384,2008
Massachusetts,56774.92354802253,195.97300148959397,56578.94953187708,12489.92498455121,3775.660971150627,12381.875972473981,2936.9299948899984,2864.2950091758335,1843.0320085732017,20287.229948446846,338218.622,2008
New Hampshire,8922.53173336948,0.0,8922.53173336948,2493.62297890178,816.5919748959401,1637.2390106839118,212.4509999606416,647.264995392348,316.6000017549376,2798.76197921864,61011.388,2008
Rhode Island,8981.19581823801,28.020998493014698,8953.17507217218,2165.459978161192,584.364016893219,2153.4909881994927,274.79699838109957,304.670001985693,317.1530001236477,3153.2400131425347,44285.471,2008
Vermont,5467.20900485306,0.1659990656568,5467.043036380669,1383.151012552906,695.1130057165369,1254.3899947618988,191.7799988419655,435.536989190349,139.0839992803361,1367.987995245655,25494.389,2008
Delaware,8075.892184029929,1.0619989039644,8074.829918912639,1718.975012457426,965.046007380822,1442.5030084591378,481.085008043295,585.184992937773,282.5929989275139,2599.443012721113,36974.073,2008
District of Columbia,10685.7200045089,0.0,10685.7200045089,2097.944015167078,128.7019996098226,2413.738003644968,795.436982133508,410.502006155982,590.886002609266,4248.51110689512,36034.466,2008
Maryland,45680.3025578326,0.0,45680.3025578326,11675.00196265571,4888.20890347545,7340.881026247861,2217.927012553112,2885.1000322312702,1836.3759880509754,14836.80709872816,280994.77,2008
New Jersey,78850.93211225762,0.0,78850.93211225762,24039.648129923717,5263.817129207059,12619.69082203567,4109.633007258388,3750.9299824040104,3086.6219795433317,25980.591198640566,455850.397,2008
New York,213046.08896680156,628.999981560792,212417.09195448377,51185.16077376893,11548.990314992116,43947.5400477023,18063.548410754385,9694.290723465152,8164.351991399342,69813.20774383582,927888.435,2008
Pennsylvania,96551.16821288728,157.3869887029951,96393.78127706969,23697.58010622986,7561.41100083123,21059.00505057423,6662.630057354141,7479.114979808217,2862.9999942705485,27071.03791970027,528853.951,2008
Illinois,96441.46376429449,0.21698661419499998,96441.24821467775,22985.804902096126,8285.709029056274,16234.863860741025,5444.161983517435,6844.19222709175,4236.9140113276,32409.59987954397,552691.325,2008
Indiana,44068.94309257672,0.0,44068.94309257672,9684.117029101546,4889.471935039363,8349.348092945602,3833.9790784483494,2802.8211090706836,1213.7110052705543,13295.493894508976,225759.917,2008
Michigan,72077.37614826624,4.598990740928,72072.777689344,17985.159972712194,9453.14986108736,11548.71191017613,6874.034151755136,3697.858010508032,2426.9690127017343,20086.89501858547,354545.792,2008
Ohio,86291.57895636305,8.929990132641,86282.64938863192,21126.452045460595,7811.294816567083,16888.62281677189,7351.980915599196,4762.431195257155,3103.4400072466333,25238.42801413085,422401.501,2008
Wisconsin,42464.53334572582,0.0,42464.53334572582,10091.254914449055,4966.93091632538,7479.999087034538,3130.5340799540127,3510.193925586171,1552.013002286754,11733.606981523071,219283.413,2008
Iowa,23031.65340859735,0.0,23031.65340859735,5191.10995198538,3090.4660117194608,3889.946042046283,2895.147058022862,1826.6009806125874,612.9360004316605,5525.446989346423,117010.217,2008
Kansas,21056.72825414176,0.5790016434751999,21056.1489287236,4758.174035142609,2524.8470272876007,3204.4990037869684,2147.614944984616,1855.3009837713682,684.2619960953664,5881.4509839086,115633.816,2008
Minnesota,44136.067847261496,0.0,44136.067847261496,9714.167909731188,4146.529892376468,10013.744055955693,2950.676017648238,3771.1580864009543,1527.392991696632,12012.398893452324,225518.558,2008
Missouri,38874.02952153147,0.0,38874.02952153147,9530.25489647439,3780.497941208268,6330.437047941937,4143.153945674807,2821.091091176169,1423.8879904046314,10844.706056406902,220897.747,2008
Nebraska,13324.883734097792,31.152002314812105,13293.731825773002,3211.2990281770494,1661.241033309833,2136.602004782096,1288.2339668041811,1134.516972960498,406.2279988769344,3455.610979922446,72300.017,2008
North Dakota,5120.37195862112,0.0,5120.37195862112,1023.6879911412962,763.45999003004,810.2139998538561,101.4509988124272,617.383008484088,118.68299866769041,1685.4930014424,27100.616,2008
South Dakota,5260.580163430401,0.0,5260.580163430401,1129.7809980819602,519.3680074623301,818.94999819508,253.75299850790302,699.32098985465,140.92500125327902,1698.48199840869,33012.79,2008
Alabama,32498.93361506456,0.0,32498.93361506456,7826.028926018741,4633.537991064466,4568.317955084112,4879.492059297747,1950.7679983059338,1050.4780020217231,7590.309957725004,157727.573,2008
Arkansas,17901.538894574343,0.0320041318984,17901.50655783599,4456.721990862948,2163.6579999088935,3784.561955186514,1273.448011473895,1201.865005304629,501.44099727803797,4519.810967383796,92390.681,2008
Florida,139854.22548450629,0.0,139854.22548450629,30483.91824527359,8428.749819662524,19514.71700765842,12277.944972310577,10707.073683865525,6736.103970150849,51705.719769251176,734691.254,2008
Georgia,65274.60085043316,0.0,65274.60085043316,18615.660034187593,5502.9081088425955,9354.36099428314,7397.402880209541,3885.911936324661,2293.2940146082174,18225.062043043294,335573.645,2008
Kentucky,29725.5638017296,2.2490027918736,29723.3151949188,6330.348038982912,3428.9529932811724,6126.9550475427,2428.4690512069683,2766.2690499283563,701.7369969071868,7940.584002927325,141421.812,2008
Louisiana,42382.36996816548,0.0,42382.36996816548,7509.535041351107,3393.687976145436,5760.943079546352,4916.217022076135,2970.209917343244,1330.4919993098904,16501.285032982403,167648.484,2008
Mississippi,22446.662137254618,0.0,22446.662137254618,4292.983985532194,2535.787012386646,4245.160039788156,3287.419987289654,1685.7170119499801,589.7829984656163,5809.81099372942,90094.129,2008
North Carolina,62526.59327116416,0.0,62526.59327116416,13468.42804647024,7816.6140195366725,10475.876981147361,8465.420122474176,3560.616092934496,2216.9580035766944,16522.67905465744,351987.808,2008
South Carolina,33626.94737049689,0.0,33626.94737049689,7924.013054895,3299.1449489571237,5448.867935041686,5658.47194652895,1404.6719971320078,979.4579988564558,8912.318953050593,148898.634,2008
Tennessee,38174.27487273595,0.0,38174.27487273595,8356.358091826658,3147.969943247599,8188.671969629382,4680.460104046988,2017.963989543645,1476.8830032211301,10305.967087144969,220669.541,2008
Virginia,57246.78982063252,0.7629906814520001,57246.027187994565,15234.83615699459,6642.079857918665,8071.60895864326,4517.57616574334,3549.0390170995993,2008.015996466235,17222.870140020146,358043.492,2008
West Virginia,12363.368062149271,0.0,12363.368062149271,2813.626000282644,1396.764006167241,2544.90201195867,663.588982239921,1087.949994090912,311.2080010570656,3545.328974270562,57551.409,2008
Arizona,43248.001458189545,0.0,43248.001458189545,9183.709924220426,4249.844100228321,7231.1479046752565,3012.01000677093,3001.26293690058,2155.305997364564,14414.720004802975,224317.885,2008
New Mexico,17593.03875713552,0.0,17593.03875713552,3557.28397506384,2296.744026687936,3673.157027544172,1436.183995346254,1195.5309881781282,603.8040002745912,4830.334999593769,67250.834,2008
Oklahoma,24087.965362929503,42.9769959118925,24044.98929098965,5583.722971065626,3117.467029991865,4812.557993552456,1795.8259493725654,1983.8150267468952,763.6320040301216,5987.96798928617,142149.545,2008
Texas,164168.04939367113,0.0,164168.04939367113,45440.139697696766,18696.17334546953,22706.288056650006,14406.921722089752,14305.057262532948,5629.690038847363,42983.77946259272,961039.866,2008
Colorado,35820.689100764124,4.172996652444,35816.516938544126,8444.895036137434,3810.196064806461,4200.129057793104,2897.2879613537043,2347.903898467434,1418.8160038998392,12697.28897866859,208608.111,2008
Idaho,9690.55121962172,0.00500011366232,9690.546151596522,1927.8849962808242,1090.866982813496,1642.7749777737479,1007.0660204856999,863.6380185513361,320.4920005907088,2837.823023332052,50680.252,2008
Montana,7263.347135860439,0.2149988758874,7263.131849705601,1535.395001213146,835.990993449174,1080.6680003031618,342.3239985243546,768.8270087631599,227.062999748188,2472.8639965356797,34611.922,2008
Utah,18710.91602481356,0.0,18710.91602481356,4236.24203435202,2952.5950388640845,2267.921969562652,1440.511032785884,1428.2129959261083,635.3949957274676,5750.037966631639,90362.956,2008
Wyoming,6801.489096894661,0.0,6801.489096894661,1507.073010000054,636.567993593217,671.0189986771111,1135.9400002909981,722.016995054733,170.1350004717993,1958.737000736838,26505.381,2008
California,335491.6393218453,3639.126045387433,331852.5060020709,70587.9208030079,29521.42316147708,49432.80080578078,31413.360272498332,15640.81896822578,15082.572974886993,120173.6114409897,1616530.437,2008
Nevada,18230.058711220718,0.6099951516568,18229.448942672243,4633.015045261513,1423.9390335159082,1826.6770485891202,1345.912040638256,1449.9829486313079,1077.5230320334479,6472.400000005577,103001.444,2008
Oregon,28189.455570054946,0.0,28189.455570054946,6112.891045073393,3269.146030051674,4100.4360207663085,2283.80197358592,1904.375992131206,1017.8729936743366,9500.931052756501,140004.731,2008
Washington,53431.94773983025,4.4170003776024,53427.52968123501,11236.563947339473,5566.909035241849,7741.518040823113,5933.037049025716,3846.2950865068315,1447.5099958570981,17655.697966792704,293949.341,2008
Alaska,11524.119036712382,0.0,11524.119036712382,2236.207014833013,689.975013644751,1415.1110012452832,453.58398574794904,1521.2379929090223,261.94799930510675,4946.055874613461,32853.999,2008
Hawaii,11891.79009723405,0.3239972273175,11891.46612803175,2249.4440038974753,1206.5329973599648,1663.6880125767902,1305.36798582669,614.15402180361,336.51600263475,4515.7629918324,56050.035,2008
Connecticut,32049.09123676304,0.0,32049.09123676304,8559.325100039032,2501.631060257208,5653.3170009632795,2253.8699860916795,1470.886001352812,987.9350042577576,10622.127041063914,213686.792,2009
Maine,10875.436970023859,12.798000972594899,10862.639072129488,2355.878992324677,768.4430127182551,2855.7020161785535,722.27599375596,772.844011157664,244.44899920204858,3143.04601734141,49084.869,2009
Massachusetts,59699.91900889575,201.2119951371881,59498.70465547944,13085.364098871169,4086.040101817102,12955.270129339538,3031.7619872552195,2577.63199649881,1943.2219964456,21819.41590636635,332151.989,2009
New Hampshire,9331.042101986848,0.0,9331.042101986848,2532.1930245206,820.226976903355,1921.03701504001,187.3150019991495,681.702984048135,327.28600026896896,2861.2809859716945,59597.335,2009
Rhode Island,8944.4771569351,25.1379993161632,8919.33914044024,2168.190019418326,576.55099253418,2109.8049973378756,258.8800017454762,291.4289982280144,330.35199984459564,3184.1320067862202,42946.742,2009
Vermont,5693.4269072812,0.07600069803800001,5693.3509365716,1426.9379960669903,696.9090077144201,1360.3250036123352,192.310999765117,488.714002005405,149.344000631068,1378.8100017473603,24990.365,2009
Delaware,8196.335900999999,1.041001797888,8195.2950733992,1709.33298697278,964.9139977830599,1507.48701054588,470.73300864875995,639.38801629404,284.14099943424003,2619.2990174293795,36291.06,2009
District of Columbia,10137.626163459901,0.0,10137.626163459901,2084.3479855420255,132.559000333732,2556.3700015796603,673.6500060509801,403.16700868951506,572.7889833375151,3714.7430848377503,35803.355,2009
Maryland,48223.987072055475,0.0,48223.987072055475,11773.80489552341,4950.949882472285,8422.897055166763,2362.68200689204,3003.4419301816997,2046.7399879001655,15663.469921186443,278546.534,2009
New Jersey,81648.87885269526,0.0,81648.87885269526,24574.08117104065,5562.308787140426,13347.441218916876,4179.607992764495,3720.413980526322,3257.777003537475,27007.249006294252,439321.775,2009
New York,222992.1953182809,686.2480455477978,222305.94462043277,53808.855575153255,13359.644039611945,44636.72913444557,21627.035171550808,10325.41430018778,8408.987019857099,70139.28267213708,914586.318,2009
Pennsylvania,101634.84289759022,157.3159974394328,101477.52669546523,24078.515064969095,8287.24589910476,22789.356812903658,7000.32281332395,8600.176854660516,3114.7650092340323,27607.14209207087,511713.893,2009
Illinois,101685.8008903889,0.09901971605879999,101685.70102974107,24792.83191195741,8250.859887188071,17489.862959112983,5613.198023883363,7582.000100593371,4556.479008092822,33400.47024263601,525582.357,2009
Indiana,45558.12739398684,14.974993167060802,45543.15178562461,9886.850940537537,5361.239011336036,7880.570050466141,4290.34701135876,2941.0581003873403,1204.6710033994675,13978.416085593195,219712.564,2009
Michigan,72775.60356575879,27.308001315650994,72748.2966733866,18053.48983210878,9088.50903375345,12505.226982456808,7278.1941345603,3950.7760415312696,2459.3079910130336,19412.792053084708,336043.47,2009
Ohio,89207.1293237068,14.74898512717,89192.38342005853,21577.583022931347,7969.851130550933,17864.679937036857,7872.602943693349,4934.317912528536,3306.5439862542053,25666.802884694273,410863.852,2009
Wisconsin,44792.77028208214,0.0,44792.77028208214,10416.86910207322,5180.516963027509,8868.920894017685,2947.3459155222,3524.0010768697643,1696.881004710367,12158.235023582798,215913.287,2009
Iowa,25138.06793826848,0.0,25138.06793826848,5427.6959974026395,3386.8839541954558,4216.361967316096,3315.7660453590397,2097.9189626328957,624.3260054031937,6069.114960827567,112828.976,2009
Kansas,22774.8584019012,0.6530036245799999,22774.205453517603,5431.37502073236,2748.37000756848,3314.5930355814003,2348.18899145604,1885.1910263824798,701.13100262148,6345.356037729481,110481.96,2009
Minnesota,46865.031310682105,0.0,46865.031310682105,10520.515043840729,4460.54602918205,10982.200104254649,3172.7270555844602,3539.4790080215203,1758.8200106663503,12430.74492228222,215787.47,2009
Missouri,41324.90638795649,47.953008928844994,41276.9529263925,9855.373090632298,3755.3379999461995,7007.31704063925,4524.07307084595,3128.0919366073495,1622.88200757501,11383.8780387951,215540.55,2009
Nebraska,14187.5046990021,33.364001602759004,14154.1412456368,3426.42096464271,1822.8459769769602,2241.72196594835,1288.1709871169098,1264.9170324955699,381.26099683134703,3728.80297274657,71199.67,2009
North Dakota,5478.20293980168,0.0,5478.20293980168,1071.116994052853,771.6969909468271,859.7070097816642,101.1710010664925,702.4840053597411,143.71299876728852,1828.313992841688,26507.437,2009
South Dakota,5754.68800688592,0.0,5754.68800688592,1208.4630138908879,596.959990430784,900.5859892600321,273.0760013832432,750.2319978885121,153.17099969600162,1872.1999953274083,31681.752,2009
Alabama,35070.51599407725,0.0,35070.51599407725,7889.850073299777,4796.509005979071,5447.5579715850645,5185.128054735654,2304.4820025782224,1172.4629995536955,8274.525963973098,155254.669,2009
Arkansas,18096.020196934867,0.0319999766706,18095.98770964891,4747.259979533593,2279.517977160347,3837.2969655539578,1256.037978821741,1256.2670141877588,518.4230038853651,4201.184980015315,90242.461,2009
Florida,138417.10612320222,0.0,138417.10612320222,28108.189713622065,8926.045109036368,19875.457696320307,13009.72630501225,9823.227779485027,7413.264862303642,51261.19670438124,682319.559,2009
Georgia,64256.64194842551,0.0,64256.64194842551,18621.456048542797,5586.71108955064,9671.996110942764,6259.326137786167,3274.676065591534,2237.889013969086,18604.58902070621,327375.254,2009
Kentucky,30402.665781795837,0.5289986577407999,30402.136810905595,6305.190980894207,3534.4260468541434,6779.722991628288,2697.203965108224,2154.3409942179837,681.3240031143935,8249.928023460863,138837.504,2009
Louisiana,42900.22117847995,0.0,42900.22117847995,7959.54601926912,3382.4719906458154,6073.201973784392,5355.601033739292,3526.4649729973826,1421.1280057860308,15181.807018876088,163381.831,2009
Mississippi,23185.51283121555,0.0,23185.51283121555,4481.030989912981,2575.52496440283,4867.632994074511,3505.1949944378557,1567.630028553915,653.9180026078591,5534.580963521235,88579.695,2009
North Carolina,65799.44764308546,0.0,65799.44764308546,14427.128989607476,8135.708057910859,11046.121989237608,9360.16307576775,3286.705001982113,2239.866005233219,17303.753070862203,337787.031,2009
South Carolina,34654.288326050395,0.0,34654.288326050395,8186.369045328479,3237.1640302976393,6010.964002592519,5416.486976549159,1345.667003870268,1014.0570015655319,9443.580993892198,145609.08,2009
Tennessee,40262.51539645302,0.0,40262.51539645302,8653.87007621301,3323.469929745834,8312.239945856989,4722.773052640765,2619.0310436195405,1603.1580085500934,11027.973035579906,217319.201,2009
Virginia,58132.07235593744,2.0580029612128,58130.013585299035,14671.699845212477,6906.439917508992,8702.393130373486,4653.424967264304,3426.4809946471323,2052.70700055923,17716.867973994333,348944.176,2009
West Virginia,13132.75274161704,0.0,13132.75274161704,2899.3799802721323,1456.40297726658,2829.3169750060742,690.8879844024481,1283.4719907919562,357.920002287225,3615.37297696512,58149.798,2009
Arizona,43797.596333346446,0.0,43797.596333346446,9091.24709781987,4242.518968370355,8026.431099626566,2887.6300017786452,3012.00394481946,2214.65996251848,14323.10504701536,211397.715,2009
New Mexico,18884.997176984158,0.0,18884.997176984158,3892.005988608945,2417.1679838389227,3974.7669896994535,1576.375994213727,1409.3129806201198,636.1070003879568,4979.259986235977,66678.699,2009
Oklahoma,25583.4958322132,47.2190026287,25536.276829584498,5855.88903915148,3275.3930157146797,5102.807970291675,1937.90602783722,2115.4779400018947,827.003998274839,6421.798943436555,131404.805,2009
Texas,174030.32595905484,0.0,174030.32595905484,47973.32668565464,20481.690341314254,26268.746980662334,15310.48462177995,10741.342958124362,6299.068964075235,46955.665680812155,911226.962,2009
Colorado,37532.209648096796,4.373009542121999,37527.83653948108,8214.82905341514,4148.246025872104,4192.180014758008,3521.2450887725804,2524.081015587144,1550.2750094194587,13376.981005357111,198147.196,2009
Idaho,10263.7298393868,0.0040000092284,10263.7259666924,2014.45499244944,1122.5209971203199,1790.59699081296,1065.07499746848,885.53398056368,364.75900200795604,3020.78499174696,48408.68,2009
Montana,7487.149153395079,0.16800145757120002,7486.98084162322,1593.964996834598,827.4769992531399,1273.3409880066138,340.66501630366605,834.403989964878,246.6909987738622,2370.4379975246616,33729.814,2009
Utah,19767.242079911102,0.0,19767.242079911102,4309.987959808966,3221.925990237255,2528.9780305207055,1531.570961420655,1652.88197535531,655.459004203995,5866.437984571306,86896.455,2009
Wyoming,7490.55997601002,0.04399953334559999,7490.515908305639,1647.1960094288997,687.356999472948,730.821998868458,1250.557989480856,728.481005547162,242.1770007747692,2203.9250118584578,24346.798,2009
California,344342.2553342221,3610.708954767533,340731.5466903005,69232.27447197153,31000.66643237367,52393.03068386109,33088.77087749834,15235.862077255333,15809.314850504867,123971.62465464526,1554229.664,2009
Nevada,18772.56557199058,1.4320002265485001,18771.13362053622,4285.600985891645,1342.1270319889109,2130.2269739783337,1379.6700093530478,1712.9750486982139,1152.1320453558508,6768.402012992102,97544.377,2009
Oregon,30575.36462840672,0.0,30575.36462840672,6430.482948301945,3801.3879833793126,4672.033982450985,2536.748039268354,1845.7099335420562,1157.0219985502893,10131.979945160194,134830.942,2009
Washington,57422.57324188617,5.128993397417999,57417.44452752654,11781.934040002985,5952.08787345128,8304.331974984578,6668.789988375387,4105.483106751778,1548.066991659528,19056.749994225447,279037.778,2009
Alaska,12969.984043434599,0.0,12969.984043434599,2417.806987999608,719.1190037312701,1519.9669867240857,680.132985298914,1706.237008831284,302.3979994210584,5624.323117277099,32749.086,2009
Hawaii,12596.2761382206,0.349999717403,12595.9260544831,2349.501975893086,1149.640993817414,1818.286985106312,1307.2159806154818,683.710010493426,368.8569975281268,4918.7129765970985,56013.398,2009
Connecticut,32116.080962635006,61.780007328790006,32054.300665885003,8581.718908811901,2417.9490168286,5603.8899043991005,2160.54798918646,1597.2850016049101,1046.7370002001,10646.1719765903,222631.7,2010
Maine,11005.931885688,5.90199887448,11000.030102903998,2396.7419798375995,747.7350234888,2928.5559784655998,642.4169961072,836.782995588,254.30100074903999,3193.4960231352,50253.6,2010
Massachusetts,60240.000693737,208.71898321128998,60031.28035169201,13114.538961997201,4148.489004185701,13553.9941458648,3005.5140078120103,2537.8999917072,1951.57798396167,21719.268067941703,348418.9,2010
New Hampshire,9955.055750241001,0.0,9955.055750241001,2621.645985462,807.6429838043001,2049.9170214194005,174.25799815354,757.1229796564002,358.90499861412,3185.5639825114004,62306.3,2010
Rhode Island,9089.789931180001,22.24899817056,9067.540806576,2185.0540023564004,604.2899811240001,2258.0130059208,260.8879980528,326.02800096468,367.49400149664,3065.7739927644,45154.8,2010
Vermont,5927.310889985999,0.026001132929999997,5927.285102886,1474.1140014863997,713.0040058569,1406.2750007549998,187.29399977319,547.2599993168999,159.54400119345,1439.7940016706,25787.1,2010
Delaware,8403.805833664,1.0930009286399998,8402.713060319998,1672.9400003359997,1026.8210038592,1649.7069856544001,468.8779876192,676.7619835007999,283.90200087039995,2623.7029883584,36707.2,2010
District of Columbia,10780.681096157,0.0,10780.681096157,2224.0369952094,155.96099817470002,2679.3480128982005,619.7230053988001,562.5319821633,568.9150063520001,3970.1649419050004,38513.9,2010
Maryland,49761.754882686,0.0,49761.754882686,12136.4769508218,5356.259990630999,9020.239106337,2153.9959935971397,3113.2219055148,2081.2860052687797,15900.276142663199,288606.6,2010
New Jersey,82697.21369666999,0.0,82697.21369666999,24722.7239031732,5538.830004683399,13992.402870668999,4330.98600013536,4008.3180096122996,3283.04898089424,26820.905058309,452322.6,2010
New York,232308.17129434497,702.1710086544,231605.99761347,55807.2171310905,13075.847268407999,48994.7228302365,21704.174637561002,10657.525799988,8759.3450090607,72607.163601015,954364.5,2010
Pennsylvania,105538.56865692002,148.57100980932,105389.998874916,24624.7711456068,8511.9920624256,24596.452082815205,6705.9582329124005,8571.4247796828,3164.36798720784,29215.030769248802,533828.4,2010
Illinois,102479.470545372,0.016997586510000003,102479.44892682001,24499.367817370803,8650.6052127096,16993.015807643398,5735.7861153618,8218.4082020532,4607.046979804981,33775.2210077778,540463.8,2010
Indiana,45650.297926545,31.706993279650003,45618.591048004,10114.7370415624,5445.946104508,8181.299916051599,4286.344068874399,2729.2201127919,1281.02698867143,13580.0159205828,229477.3,2010
Michigan,73855.298493065,29.99901391608,73825.298642333,17923.4460358367,10097.4051286966,12904.1659192356,7599.3059822894,3693.1130749432996,2385.78300371601,19222.0811363799,348673.3,2010
Ohio,91086.573161268,9.98701546365,91076.58889570799,21830.012821242,8215.0291651662,18492.3121893093,8015.161937263199,4812.5911476294,3223.2330156791695,26488.248069438,423062.1,2010
Wisconsin,46313.489970528,0.0,46313.489970528,10591.0979503527,5640.9939140015995,9573.806965156498,3014.5570448828994,3650.119992222,1715.1819924046501,12127.7331100365,221895.3,2010
Iowa,25663.960216353,0.0,25663.960216353,5630.286948946001,3241.9820293486,4600.2459989264,3215.4119844919,2305.8929496922,628.81000206343,6041.3299887311,116353.1,2010
Kansas,22830.618270973,0.9209975108199999,22829.696529759,5554.3270296983,2720.6129447945996,3376.782035144,2431.2300370133,1712.9690554834,732.81999668733,6300.9560056178,112682.3,2010
Minnesota,47059.400751669,0.0,47059.400751669,9919.560045697099,4374.7609429498,11749.1739922994,2968.1190142900005,3819.9740667831998,1689.4789974949201,12538.3339628675,225594.1,2010
Missouri,41922.648981252,89.61699366264001,41833.032075808,9757.0309864384,3691.2249267792004,7404.057906693401,4814.7040838014,3169.6489793208007,1647.76899655758,11348.596924021002,220546.6,2010
